cnae;no_cnae;uf;n_intermitentes
2014200;Fabricação de gases industriais;24;0
2019301;Elaboração de combustíveis nucleares;24;0
2019399;Fabricação de outros produtos químicos inorgânicos não especificados anteriormente;24;0
2021500;Fabricação de produtos petroquímicos básicos;24;0
2022300;Fabricação de intermediários para plastificantes, resinas e fibras;24;0
2029100;Fabricação de produtos químicos orgânicos não especificados anteriormente;24;0
2031200;Fabricação de resinas termoplásticas;24;0
2032100;Fabricação de resinas termofixas;24;0
2033900;Fabricação de elastômeros;24;0
2040100;Fabricação de fibras artificiais e sintéticas;24;0
2051700;Fabricação de defensivos agrícolas;24;0
2052500;Fabricação de desinfestantes domissanitários;24;0
2061400;Fabricação de sabões e detergentes sintéticos;24;0
2062200;Fabricação de produtos de limpeza e polimento;24;3
2063100;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;24;0
2071100;Fabricação de tintas, vernizes, esmaltes e lacas;24;0
2072000;Fabricação de tintas de impressão;24;0
2073800;Fabricação de impermeabilizantes, solventes e produtos afins;24;0
2091600;Fabricação de adesivos e selantes;24;0
2092401;Fabricação de pólvoras, explosivos e detonantes;24;0
2092402;Fabricação de artigos pirotécnicos;24;0
2092403;Fabricação de fósforos de segurança;24;0
2093200;Fabricação de aditivos de uso industrial;24;0
2094100;Fabricação de catalisadores;24;0
2099101;Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia;24;0
2099199;Fabricação de outros produtos químicos não especificados anteriormente;24;0
2110600;Fabricação de produtos farmoquímicos;24;0
2121101;Fabricação de medicamentos alopáticos para uso humano;24;0
2121102;Fabricação de medicamentos homeopáticos para uso humano;24;0
2121103;Fabricação de medicamentos fitoterápicos para uso humano;24;0
2122000;Fabricação de medicamentos para uso veterinário;24;0
2123800;Fabricação de preparações farmacêuticas;24;0
2211100;Fabricação de pneumáticos e de câmaras-de-ar;24;0
2212900;Reforma de pneumáticos usados;24;0
2219600;Fabricação de artefatos de borracha não especificados anteriormente;24;0
2221800;Fabricação de laminados planos e tubulares de material plástico;24;0
2222600;Fabricação de embalagens de material plástico;24;0
2223400;Fabricação de tubos e acessórios de material plástico para uso na construção;24;0
2229301;Fabricação de artefatos de material plástico para uso pessoal e doméstico;24;0
2229302;Fabricação de artefatos de material plástico para usos industriais;24;0
2229303;Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios;24;0
2229399;Fabricação de artefatos de material plástico para outros usos não especificados anteriormente;24;0
2311700;Fabricação de vidro plano e de segurança;24;0
2312500;Fabricação de embalagens de vidro;24;0
2319200;Fabricação de artigos de vidro;24;0
2320600;Fabricação de cimento;24;1
2330301;Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda;24;0
2330302;Fabricação de artefatos de cimento para uso na construção;24;0
2330303;Fabricação de artefatos de fibrocimento para uso na construção;24;0
2330304;Fabricação de casas pré-moldadas de concreto;24;0
2330305;Preparação de massa de concreto e argamassa para construção;24;0
2330399;Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes;24;0
2341900;Fabricação de produtos cerâmicos refratários;24;0
2342701;Fabricação de azulejos e pisos;24;0
2342702;Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos;24;0
2349401;Fabricação de material sanitário de cerâmica;24;0
2349499;Fabricação de produtos cerâmicos não-refratários não especificados anteriormente;24;0
2391501;Britamento de pedras, exceto associado à extração;24;0
2391502;Aparelhamento de pedras para construção, exceto associado à extração;24;0
2391503;Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras;24;0
2392300;Fabricação de cal e gesso;24;0
2399101;Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal;24;0
2399102;Fabricação de abrasivos;24;0
2399199;Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente;24;0
2411300;Produção de ferro-gusa;24;0
2412100;Produção de ferroligas;24;0
2421100;Produção de semi-acabados de aço;24;0
2422901;Produção de laminados planos de aço ao carbono, revestidos ou não;24;0
2422902;Produção de laminados planos de aços especiais;24;0
2423701;Produção de tubos de aço sem costura;24;0
2423702;Produção de laminados longos de aço, exceto tubos;24;0
2424501;Produção de arames de aço;24;0
2424502;Produção de relaminados, trefilados e perfilados de aço, exceto arames;24;0
2431800;Produção de tubos de aço com costura;24;0
2439300;Produção de outros tubos de ferro e aço;24;0
2441501;Produção de alumínio e suas ligas em formas primárias;24;0
2441502;Produção de laminados de alumínio;24;0
2442300;Metalurgia dos metais preciosos;24;0
2443100;Metalurgia do cobre;24;0
2449101;Produção de zinco em formas primárias;24;0
2449102;Produção de laminados de zinco;24;0
2449103;Produção de soldas e ânodos para galvanoplastia;24;0
2449199;Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente;24;0
2451200;Fundição de ferro e aço;24;0
2452100;Fundição de metais não-ferrosos e suas ligas;24;0
2511000;Fabricação de estruturas metálicas;24;2
2512800;Fabricação de esquadrias de metal;24;0
2513600;Fabricação de obras de caldeiraria pesada;24;0
2521700;Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central;24;0
2522500;Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos;24;0
2531401;Produção de forjados de aço;24;0
2531402;Produção de forjados de metais não-ferrosos e suas ligas;24;0
2532201;Produção de artefatos estampados de metal;24;0
2532202;Metalurgia do pó;24;0
2539000;Serviços de usinagem, solda, tratamento e revestimento em metais (Desativado);24;0
2539001;Serviços de usinagem, tornearia e solda;24;6
2539002;Serviços de tratamento e revestimento em metais;24;8
2541100;Fabricação de artigos de cutelaria;24;0
2542000;Fabricação de artigos de serralheria, exceto esquadrias;24;1
2543800;Fabricação de ferramentas;24;6
2550101;Fabricação de equipamento bélico pesado, exceto veículos militares de combate;24;0
2550102;Fabricação de armas de fogo e munições;24;0
2591800;Fabricação de embalagens metálicas;24;0
2592601;Fabricação de produtos de trefilados de metal padronizados;24;0
2592602;Fabricação de produtos de trefilados de metal, exceto padronizados;24;0
2593400;Fabricação de artigos de metal para uso doméstico e pessoal;24;0
2599301;Serviços de confecção de armações metálicas para a construção;24;0
2599302;Serviços de corte e dobra de metais;24;0
2599399;Fabricação de outros produtos de metal não especificados anteriormente;24;0
2610800;Fabricação de componentes eletrônicos;24;0
2621300;Fabricação de equipamentos de informática;24;0
2622100;Fabricação de periféricos para equipamentos de informática;24;0
2631100;Fabricação de equipamentos transmissores de comunicação, peças e acessórios;24;0
2632900;Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios;24;0
2640000;Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo;24;0
2651500;Fabricação de aparelhos e equipamentos de medida, teste e controle;24;0
2652300;Fabricação de cronômetros e relógios;24;0
2660400;Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;24;0
2670101;Fabricação de equipamentos e instrumentos ópticos, peças e acessórios;24;0
2670102;Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios;24;0
2680900;Fabricação de mídias virgens, magnéticas e ópticas;24;0
2710401;Fabricação de geradores de corrente contínua e alternada, peças e acessórios;24;0
2710402;Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios;24;0
2710403;Fabricação de motores elétricos, peças e acessórios;24;0
2721000;Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores;24;0
2722801;Fabricação de baterias e acumuladores para veículos automotores;24;0
2722802;Recondicionamento de baterias e acumuladores para veículos automotores;24;0
2731700;Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica;24;0
2732500;Fabricação de material elétrico para instalações em circuito de consumo;24;0
2733300;Fabricação de fios, cabos e condutores elétricos isolados;24;0
2740601;Fabricação de lâmpadas;24;0
2740602;Fabricação de luminárias e outros equipamentos de iluminação;24;0
2751100;Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios;24;0
2759701;Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios;24;0
2759799;Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios;24;0
2790201;Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores;24;0
2790202;Fabricação de equipamentos para sinalização e alarme;24;0
2790299;Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente;24;0
2811900;Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários;24;0
2812700;Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas;24;0
2813500;Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios;24;0
2814301;Fabricação de compressores para uso industrial, peças e acessórios;24;0
2814302;Fabricação de compressores para uso não-industrial, peças e acessórios;24;0
2815101;Fabricação de rolamentos para fins industriais;24;0
2815102;Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos;24;0
2821601;Fabricação de fornos industriais, aparelhos e equipamentos não-elétricos para instalações térmicas, peças e acessórios;24;0
2821602;Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios;24;0
2822401;Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios;24;0
2822402;Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios;24;0
2823200;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios;24;0
2824101;Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial;24;0
2824102;Fabricação de aparelhos e equipamentos de ar condicionado para uso não-industrial;24;0
2825900;Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios;24;0
2829101;Fabricação de máquinas de escrever, calcular e outros equipamentos não-eletrônicos para escritório, peças e acessórios;24;0
2829199;Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios;24;0
2831300;Fabricação de tratores agrícolas, peças e acessórios;24;0
2832100;Fabricação de equipamentos para irrigação agrícola, peças e acessórios;24;0
2833000;Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação;24;0
2840200;Fabricação de máquinas-ferramenta, peças e acessórios;24;0
2851800;Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios;24;0
2852600;Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo;24;0
2853400;Fabricação de tratores, peças e acessórios, exceto agrícolas;24;0
2854200;Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores;24;0
2861500;Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta;24;0
